name	indName	averagePayroll
livingston county	Wholesale trade	41752000
livingston county	Wholesale trade	182033000
livingston parish	Accommodation and food services	52402000
livingston parish	Administrative and support and waste management and remediation services	38961000
livingston parish	Agriculture, forestry, fishing and hunting	7836000
livingston parish	Arts, entertainment, and recreation	2943000
livingston parish	Construction	238637000
livingston parish	Educational services	3269000
livingston parish	Finance and insurance	37165000
livingston parish	Health care and social assistance	64390000
livingston parish	Industries not classified	27000
livingston parish	Information	7927000
livingston parish	Management of companies and enterprises	7779000
livingston parish	Manufacturing	82654000
livingston parish	Mining, quarrying, and oil and gas extraction	5860000
livingston parish	Other services (except public administration)	27779000
livingston parish	Professional, scientific, and technical services	53746000
